mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_forest__max_depth,param_forest__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2748982906341553,0.03206121657912701,0.030672025680541993,0.0020411053094826397,,5,"{'forest__max_depth': None, 'forest__min_samples_split': 5}",0.8825757575757576,0.8731060606060606,0.8882575757575758,0.8806818181818182,0.8920454545454546,0.8833333333333334,0.006516913081092928,3
0.2406156539916992,0.013355012488558169,0.02913675308227539,0.0013919211491748539,,10,"{'forest__max_depth': None, 'forest__min_samples_split': 10}",0.8825757575757576,0.875,0.8882575757575758,0.875,0.884469696969697,0.8810606060606061,0.005275904650448548,6
0.15419163703918456,0.01625545960663859,0.024809551239013673,0.001050238981678188,2,5,"{'forest__max_depth': 2, 'forest__min_samples_split': 5}",0.8636363636363636,0.8617424242424242,0.8617424242424242,0.8617424242424242,0.8617424242424242,0.8621212121212121,0.0007575757575757792,7
0.1314854145050049,0.004115575306547063,0.024710750579833983,0.000574128781987238,2,10,"{'forest__max_depth': 2, 'forest__min_samples_split': 10}",0.8636363636363636,0.8617424242424242,0.8617424242424242,0.8617424242424242,0.8617424242424242,0.8621212121212121,0.0007575757575757792,7
0.18213000297546386,0.010545359922543452,0.027663230895996094,0.0019048325214848425,6,5,"{'forest__max_depth': 6, 'forest__min_samples_split': 5}",0.884469696969697,0.8806818181818182,0.8806818181818182,0.8787878787878788,0.8958333333333334,0.8840909090909091,0.006154574548966641,2
0.1823434352874756,0.010357623239237737,0.029829740524291992,0.007187667823406277,6,10,"{'forest__max_depth': 6, 'forest__min_samples_split': 10}",0.884469696969697,0.8806818181818182,0.8863636363636364,0.8768939393939394,0.8939393939393939,0.8844696969696969,0.005744602609129935,1
0.21813178062438965,0.01233161457902086,0.028320837020874023,0.0004069505930819733,10,5,"{'forest__max_depth': 10, 'forest__min_samples_split': 5}",0.8825757575757576,0.875,0.8863636363636364,0.875,0.8939393939393939,0.8825757575757576,0.007186994682200856,5
0.20658612251281738,0.01261027283168028,0.02725839614868164,0.0009404768077872923,10,10,"{'forest__max_depth': 10, 'forest__min_samples_split': 10}",0.884469696969697,0.8768939393939394,0.8863636363636364,0.8768939393939394,0.8901515151515151,0.8829545454545455,0.005275904650448503,4
